央卫V6,#genre#
江苏卫视,https://api.livednow.org/migu/623899368?sign=gAAAAABnDOo68UygjKU9biCxrOvj4KKZyMvN5fBm7aE0f7JE1XhiB99UTlgtucFeBepMh66YKJwKVjSrXJ7_j-Ve53UAlT3WVJ3MqUKDd50Dpt2G53gJIMF1IIvVMGPBDFlKPdxWy3kb0tAjfKw68dugTMtKb0_Nt_EULTyM8BWnbGpxbGi6zXjaignSxVZzZqw0tEMbxNdi2-aI-U8oT1A-a9AN3nUowA%3D%3D
广东卫视,https://api.livednow.org/migu/608831231?sign=gAAAAABnDOo6yBMLVOTaH0CNLO5FGWO9StkpvTog4_G4oAk7icj9bMP9L1XINlWXu3_qjZmi6Obt4x3P1_DtUyfNgqMCiBnRmRzdO0mnFx3IWQ3jHgxdGgY6T79LSiASFcUTEwLRzWywSMRhggU6h8R5CR5lxvzRFE3H1q2bwvo8LRArHwYnSy6uIFatAeOiV2YYxeu_FWRPUX_7z53GR-kka3rzyanj3Q%3D%3D
江西卫视,https://api.livednow.org/migu/783847495?sign=gAAAAABnDOo62UXf4Pg4MtLSDEpyCVUOhNABzFL_c6WYFDYRnRcFJyll-10APEXEDW4yJZvQgR8Oubz8j9v5Ynz-JL6qkHmIZOylo3gXe0NhyWaISRq41zlzVq3zIcYH7qaF97w9gBcqkujP96wKxQMzMLVaF-1Ng7UTASVIV9uY4LSv9DYbxeYzsuKNJHHjMvymI6_RBVWLmtp8QbCFJDfR4Pu828isiQ%3D%3D
陕西卫视,https://api.livednow.org/migu/738910838?sign=gAAAAABnDOo6u_6FNm8BGx3cKgR92gVBWxGTqj920cjkTXB6aN8JoBqxaQg4QtqKftp1hfPIVaFdlW0uNs8mGVl35a4Kk2F0mPCu19XhYNZZhVhiOjfGCrsEEsqjGCo49YzuAC_o1U_MPjIbGuN8_s_AWmqskiJ4gIUsdCLgm9VIl5pBW-qh3wEefyr20iijsmfEaQVOq1icbqXC6qV7kd4WsJ3q_RYrig%3D%3D
湖北卫视,https://api.livednow.org/migu/738906825?sign=gAAAAABnDOo6OpgZOxhQhNts1dtO_w3hjycPdBJapou0sbNa4BaQ8rfmBylOvP0YRW0CXJQ-A5zfUwZYgJPP6tLwvUQJpBiTUaAnq1mB-bX5SmCGAcni5Ur07iiSsA_MHgRjf9QAJbKkXVnztcGDDG9uOM7JpM7QgQOSehK5A1EkOzofDaZNybTpn5BAqQPkrhjcaAeCv7giL01XOm0RBu6cMZymGhGccg%3D%3D
上海新闻综合,https://api.livednow.org/migu/651632657?sign=gAAAAABnDOo6vY8ioFxAkDk7C8eKmIM0Wz3jhVh8KB2kzNiWcFzl3dRLyYiRzuB5BGc1ymnaEPXC6QzGzZviLYM87fQGjazkooJ8IWwXTyCQ5gstm2ql2zW2YypqVZb_gme4s8FkJRbSshTRlSs92Jdo6jgYiaVL8ifULp3oZnUcqLKqEXifJtmhBKS9uEyHfucyBDnBQaszvwxx2bBJwE6F9No6ujo7Nw%3D%3D
上海东方影视,https://api.livednow.org/migu/617290047?sign=gAAAAABnDOo6A2DLWldOBx0eDKux9CiY05vlHN-ZG7QNf9ZlWJeP0x8s-Q7EJBjMuv14X9Knq5cyhj0H8NjzPxu_8EEAqoFTEmTLKhmaKMRinbnnM8dSvlRzWQQb7M8YGGq4Ryvf0IDsk2Se4bqh2Fxomk8iq6pWvG22fejQbDmWm9Bixb7-bB6EdnRUBQ1udtllMUncVC_3qoWtERexDjh30rQQ95d0tw%3D%3D
上海纪实人文,https://api.livednow.org/migu/617289997?sign=gAAAAABnDOo6qiBvCtdxNLSe1RP8HH45IAZLQO9T7CODNBiLgkgZL_F9xCRCnITwgehYlgiU9agEX9aP6TsEm3LeIqi-urM6iMWgRs6sLOAPeNd1G5D1xyxxBj-Cg09hjeMYgvR7ysEMEajzJDsV7NkGlpLfx2lcOEo6PSWRWDSHK8TVxNPwiKBCveXec2zr5PI-SAF4rJ1okAh1eHQEZEJNpV4kqchC1A%3D%3D
SiTV 七彩戏剧,https://api.livednow.org/migu/796071456?sign=gAAAAABnDOo6vK9phy4cG_vL-h3RvX43KCWOkZ3uOyHxNWdkWq6tEn6cWDfRdiF3U_lRjrKtsRxN0VAiXDyjgMT_P1ADg-kte5Q_CV68RxF-Q96Z6WIm-RFeLM2A8zyB4JYeVKfQX2sec1E_llmKnl0iI2OXGMvWWgjpAJD_YpzwEn40lM72JvvrewH_rFFh5qruBqN77uP7zSl0tdzDdlxQP_Sf0s2R7Q%3D%3D
SiTV 劲爆体育,https://api.livednow.org/migu/796071336?sign=gAAAAABnDOo66KlGa7vDr-QJQkSnVl991qjeTuBht6CYtZsqz4c4-68tc7eyYPHIj5xBJkxRE0OvcrLy57SktLdP5XWMWQaoseejxL0NW_spMh3MBypTrSsAEbn6JDiZZlmPlNyUiX4Oo7osq7Dvn04G96is3FonZCLgEGdMCjCAUdhL7vwUBX37JK40wufVkD9UmxKKTlsruvVxhmRRUqeVnUi62NyRQw%3D%3D
SiTV 魅力足球,https://api.livednow.org/migu/796070308?sign=gAAAAABnDOo6W7Mi7Qxhkcn-IOcS4HnZO3s6BmRpnBdTCfcekWrCZ2_Nk33QZjDFrXnHkiLCs083-CKuR-qGvXveY9yDmHCkI-zIPOEZYEUwBWoJQdaZjlKxgiIs7gZ3XubnHB09pHQTzCdxjJ8YG_nJkb5zZWhARUuhYaehemLKcyNMePmTAERot6nMUMDqhVNoIHzgfGV8K6cd0ZOsR4nLnO3WfApdgA%3D%3D
SiTV 法治天地,https://api.livednow.org/migu/790188943?sign=gAAAAABnDOo6_m39NHyFjEZ3RizlpqLexirM9KmxZIJBRxOjraLXpDdpTAeidP75cDN-VwXRJ2YkAfI8hP0rUQ5390CZUUxPl8o7BngJkfT8XB_7qyMbcARKVHEzRlu1GSqeEpWhxqPenEQ8qA_s33TXRyc8tcNq5ZbQohYlmdMok_PSDcFrOvS0cCuaEyqcacfyZA9GBhNO6hMJPkyUFsnihQnUCSB57g%3D%3D
SiTV 乐游,https://api.livednow.org/migu/796070452?sign=gAAAAABnDOo6reKjCMqm62ivV0FsqDeXujF4g_HajsZ3Zs28TcOm3qrU0pcMIRwVtMM7MJhSp4etlvJbv7wwZqjtyNuULb9ZPT6TaYjW8rh-vEbyoQyYIiYBIqE2yDLqNp4IsMMnm_zl05vPoFnSxz3yJ7IcbguFmNwLDfELDJrdltkz2g7fAKs5huwj4rNr8QzpLe_RciqNHbQNpFDBCMhfdz0nz3d3GA%3D%3D
SiTV 游戏风云,https://api.livednow.org/migu/790188417?sign=gAAAAABnDOo6idITR1S-uga4T9aQ0c67K76Tg0Varuw-p2lMwkZIwJqtP5id-l68342mSZw7bc_gpKHTW9Zy__k1JWhNDQswU-kk8DHGp7xeEyme8JYk9ct6hWyG5Tm6A2L07jjQ-b5P-ijEg28P0zrWWE8nnqKVKQgXzydAjbqyc7iOhc8cHP6xlRoPuAQfhTrdFJc49qS1Zclu-1-2qmm_-7SKKSFVyw%3D%3D
四海钓鱼,https://api.livednow.org/migu/895358641?sign=gAAAAABnDOo62MEP8bYvJnfXglI05tmZv0_einHLf4fsa7RcK0uxZsLzdW4hC61ktnxF5cbAHyY7iDhk4CA4GIef17RxxFeKvfNWP3WULt9EZ-xPWq3E2wdPo5qLAOUap91GsNFC6dJ8ct1_YbSsvrXU-VzrCMj-SWW9UX8zLsUhScNcZtiSzWhUcpC17-KIq4duZzMZalj7y9kSEvwQJm_S2VkRwj5-kw%3D%3D
NBA 经典,https://api.livednow.org/migu/788815380?sign=gAAAAABnDOo65Pvhbl6a5ibEhBrR27g4N-L4cqKuaR31B49ebc_9nA-HovCCuUeDJW1TtNovG8wPoCGPlw269Kxx2As0AXoyFAb89T7PH-KHRKfE6GhALjMekJX1-7gEAr756s5RtLFx7i22IxRQ8wmSoOBxqsifLkdjbP5UOQRNx-Q5VooZbWm4hNeq2H8h-3RMIk4lEVCNRC6cy3HD80hhacDw5FnE7w%3D%3D
五大联赛经典,https://api.livednow.org/migu/780288994?sign=gAAAAABnDOo6TIdIklAJJTuEkqVz-togYaBBlApmwx1oQXAJlItg_rGvQIIhW77_fw6orOhOMkldVHztdP0Dp-tRguLhmkZkJ_IFSuKExXuDbiKKlye4OPK4fI4VkIBsvw5dKL6nuEmJa47zIUQcxeQW2x2br0QIHy0XcaI3YqrOZrAQpvc0B3yXGWtm1BkiNPZOJr8_5xgKzB2kTuZKIFiouJQPBdrZ0Q%3D%3D
CBA 经典,https://api.livednow.org/migu/788813182?sign=gAAAAABnDOo6Pb_IT-w2sZpRw85GVAScnXrpzFmxEJkOFT1bKtUMFzVE2xVw-8CMcmERynjL6gAZlNOvdcg4Hl9fCQgkMBOcQeUusJfkV2ubPbd9A1Z0mwXbK473Oj4QVMQUs2sVaBNH8bKTNCqsejp2TQoZoL65YGiEUsazlkjd82FO5srbKH0wDbyXbpEU3wR-1llVyAnBBH9ojGYmy7589XsSF1bXqg%3D%3D
中国足球风云,https://api.livednow.org/migu/788816794?sign=gAAAAABnDOo6U5-xlZSntCbW2Ru1HWfkRIf0QMJYXoTP7ZaEp1DMKjt9rNN0ATGFObpUEfA5yccS5LGnMtfM61XRqkwV8-3kX-VXTR2uOo9OlVX5L_9KU_-1LycxF2KFsVPmoS0Mh-OyxG7I1lgub2J5Qp8MAYDiAWQQFXlkOUIAT6UojEoxoKcdD5zCxaME7BH2ILziqSdOvPNjcmlghD9UAY36sHMiRw%3D%3D
UFC 格斗精选,https://api.livednow.org/migu/788818804?sign=gAAAAABnDOo6Hc9Gt4q1jixR5NV7muqH6jzG4wScP72JVOVjj_TDEV4nhST7Gu7MwPn_iPWAk_tNp5X8vy4TffslWFcfv6fvuFi8R1HDHYTUUOwqWRefICTCfa5z5zGnE0NfBMH6_ccEmN7IMGagnBoPST79iMYrNZhAyBdqbHd2f3BNJjHu3SK6ISXTARGUon_bCCjfAhqWbW27Diq8j6xUdLKf-VA02A%3D%3D
掼蛋精英赛,https://api.livednow.org/migu/631354620?sign=gAAAAABnDOo6t9YxNiadWqii7xiiQd8-llcOeaZDixcsiki03GtGXlzX_1ydNJW8D-fkrJzyt-vayCGCd-vOX7hGbLGoLcEobZ_l2npZJT4GX2MMZSIfW9GfcikD-mpdsl0taDOBJBliJSAdj0B60vRKHJQ_pG15ZyMQWAP5rCH_HfNwBKQE9pEOi0tEuKxG08tqUmmdJO1nF8IltCfQs3r1zCKYBr_qbQ%3D%3D
全民乒乓,https://api.livednow.org/migu/788818045?sign=gAAAAABnDOo6o6NJoZEpi68QYRLITjWsuehJth01TPlkDaytiFGejAoG4bxMNaAxbB71R2ZBcvGopQe2bdSSCNibCsJyk52WsyohbIDZiVPvyMacabPbbUuL9L2x_ggpH6_bJqUPrwInradXXSVSsFiBoa5osklLl_RK-rpVs5OwDtOuB8TDfFd9b2cm6TlaXYT5Cq5AGxL1E49SiEI_JFIHKEiGKQAtIg%3D%3D
咪咕24小时体育台,https://api.livednow.org/migu/654102378?sign=gAAAAABnDOo6j1ph5bo2-fczKj1C2PA5a0cP-L77HlOesvK6OAEBmqDRNLVnRFLi7hLMK7Ipcls7L7qcg9iDYRsi2-3EkxsmBbgX1ZUk6at0-E8UQMuUJl9f1moZQkpAUQLsUWyH5fUclHNkqdnM0slFSj054y0e1jKb8SmtQqMgvYvRjDJM0RcD0aAKHB-KEhYc_u-39DMMAI30p2Gs_DJb-joRoBpHMw%3D%3D
CHC 家庭影院,https://api.livednow.org/migu/644368373?sign=gAAAAABnDOo6PRKx5uM6KgQe5YG95rJnSmNvmS1aSIqiKCyDvI5XOC42jiMMxR5womK-LuHcT6TSsNEegglUgfOLQGj70ZqalYvP6ZG11l7HuQjLJh7ANSWSpifvsk1DyPT92szQsHHY3h0gYHIfli4D9ca2uFMZMKfo90DAxJ8BtsA_omxUeFTMu4S4i25WDi2XQhZDNXUKlSCLhcVL0187Cj9t67QkJw%3D%3D
欢笑剧场,https://api.livednow.org/migu/790187880?sign=gAAAAABnDOo64zkOUL1erwOhmXNEosS_ZqDTN9TzU2Z6cor9pCaytTn1nv3LrQPwXsb6JelURpQkRpBBfUqHr8oDp7cvOeuEM-ug50e5msmAhYokdZvZ_q4GzKfCJzx8REG0DT8c4xw2mkqwECAV535eiJzzro3jif_Jkisz_FkQ6LBdLIdDChFQuU-DYnfVd8UDxo6XTnt4xZnJf8Nkr65f90B0zxMuTQ%3D%3D
经典香港电影,https://api.livednow.org/migu/625703337?sign=gAAAAABnDOo6e0E3j8kAW6xiGgO2ZZqMENgHlqYUqQwWQ6HRw4DalSZennAHGOfsZdEvNOxYSfTqPwtVxpkAm7pXaL4CqC25NMsDUZ8-qX1c9vc_JCSwk7CWvmuQHBz73S4rslmmGDrBF_Piqr9TJleIwYcuFlCZMp6AKjnwfMx0vgaOpWEjl-Ysg5WH53Rnw9QtX2ei9nvxDvmcMbgtdT_KUwf3AM8L5g%3D%3D
军事迷必看大片,https://api.livednow.org/migu/617432318?sign=gAAAAABnDOo6SAqwYKpOjrwC9bCRuISizALf2ZhTXp0__6cnPxrRLtlWy11yBXjegf5eAzJxhIui_B8xJxxB_UAQ-sm_5V3_nAc363i8yPjMp1I0uempRnKTpMuJI8w3f_bAdfGjjGZ8ahDVVR75EqghSKec9V4TCj8HKS8Yc8GiyJUFGZDWc0hdB1wjJ4uBmXUc891yRA2mJuEPmO8DfA88IdfQp3RZ3Q%3D%3D
新片放映厅,https://api.livednow.org/migu/619495952?sign=gAAAAABnDOo6939fa3zSzWVzBucVgDwKYkuzF6XeS2vTMW_G3brkT_HIbOd0i4Sc-1cPjaDRiAQ-bjoTZG0gPeEhjo1ggvBrqO5fReXTxFCNm2OAV4WyunE2xyMbDyjeRKrr8ZSAREZJLdF_wagC36SXm_JMKSGU8olSn7vQKDRiuJVyCVKl0GuYOaekp--g7V6rxLut_4nt2jDHvINscdnMieBPt7e7yg%3D%3D
红色轮播台,https://api.livednow.org/migu/713600957?sign=gAAAAABnDOo6J60wtQvadTEydwLk--C5VOOiWxNCqEKE_GDqVWEodAZqP6kFMJMX_iGpXMCcC5EIzIWCUaOnyCox_qJfIV_TymAhnGxMSUKWHCk6yDL20hMjf96WTRSPbJR_sbzzXea2_hfUAVVDLySm28rKXgIRbF6Z1CKz-DTXc_6c0XAXWHLY8XF7jAQsk8Gmh2ARFhGQP9Thz0pwpA8LSSTb4SI4aA%3D%3D
金色剧场,https://api.livednow.org/migu/713591450?sign=gAAAAABnDOo6no89tFC7skch5ZILTuLrCUwHsU8wMlIuNu36npEXQME_cUTbQnPTZ23wqBDQ5suDQ5ckT72BaiLPi4sUfcnnePmNqh_k_dkLVzJkgk0ieZ-PbkHA9QsRv5vbbMm0kg07MU_FCA5Wa13Ez8Um892jYBPID-fB9nalzL5tfuKomBCPIyj702dqFK_fBXqmNw8g8iqKYwnRYEdPaHkyhBjY8w%3D%3D

数字频道,#genre#
重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
1905国内电影,http://php.jdshipin.com:8880/1905.php?id=1905dy
1905国外电影,http://php.jdshipin.com:8880/1905.php?id=1905dy2
CHC高清电影,http://cg14.hunancatv.cn:9090/live/CHCGQ_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604315487&srchost=172.16.22.158:8060&gid=QTVto%2BZu6pkkcNYy4OxcMg%3D%3D
CHC动作电影,http://cg0.hunancatv.cn:9090/live/CHCDZDY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316076&srchost=172.16.22.158:8060&gid=ZF3q5L%2FmYWch1qWqTIPAjw%3D%3D
CHC家庭影院,http://cg11.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316833&srchost=172.16.22.158:8060&gid=c%2BNqgq8pR1ZQ7ZzcmkS8%2BQ%3D%3D
第一剧场,http://ha.xushining.com:50000/udp/225.1.2.175:5002
风云剧场,http://ha.xushining.com:50000/udp/225.1.2.174:5002
怀旧剧场,http://ha.xushining.com:50000/udp/225.1.2.173:5002
风云音乐,http://ha.xushining.com:50000/udp/225.1.2.176:5002
风云足球,http://ha.xushining.com:50000/udp/225.1.2.168:5002
央视高网,http://[2409:8087:74d9:21::6]/270000001128/9900000094/index.m3u8#http://ha.xushining.com:50000/udp/225.1.2.169:5002
央视台球,http://ha.xushining.com:50000/udp/225.1.2.170:5002
兵器科技,http://ha.xushining.com:50000/udp/225.1.2.166:5002
世界地理,http://ha.xushining.com:50000/udp/225.1.2.171:5002
女性时尚,http://ha.xushining.com:50000/udp/225.1.2.172:5002
文化精品,http://ha.xushining.com:50000/udp/225.1.2.177:5002
纪实人文,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
纪实科教,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
晴彩青少,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
晴彩篮球,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8#http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
晴彩竞技,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8#http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
晴彩广场舞,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8#http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
千禧经典台,http://46.3.104.173:8899/astro/qianxi/stream.m3u8
星影台,http://46.3.104.173:8899/now/xingying/stream.m3u8
星河台,http://46.3.104.173:8899/tvb/xinghe/stream.m3u8
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
哒啵赛事,http://[2409:8087:74d9:21::6]/270000001128/9900000097/index.m3u8
哒啵电竞,http://[2409:8087:74d9:21::6]/270000001128/9900000121/index.m3u8
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
金鹰纪实,http://[2409:8087:74d9:21::6]/270000001128/9900000074/index.m3u8
动漫秀场,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226197/index.m3u8
欢笑剧场,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226203/index.m3u8
都市剧场,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226176/index.m3u8
游戏风云,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226187/index.m3u8
北京淘电影,http://coolcat.synology.me:4022/rtp/239.3.1.250:8001
北京淘剧场,http://coolcat.synology.me:4022/rtp/239.3.1.95:8001
北京淘娱乐,http://coolcat.synology.me:4022/rtp/239.3.1.100:8001
北京淘精彩,http://coolcat.synology.me:4022/rtp/239.3.1.178:8001
北京淘Baby,http://coolcat.synology.me:4022/rtp/239.3.1.238:8001

港台国际,#genre#
鳳凰中文台,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8#http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
鳳凰資訊台,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8#http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
鳳凰香港台,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8#http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk#https://live.hkdvb.com/hls/live/85.m3u8?token=275839252942857
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
翡翠台,https://live.hkdvb.com/hls/live/81.m3u8?token=275839252942857
翡翠台4k,https://live.hkdvb.com/hls/live/800.m3u8?token=275839252942857
明珠台,https://live.hkdvb.com/hls/live/84.m3u8?token=275839252942857
美亚电影台,https://live.hkdvb.com/hls/live/802.m3u8?token=275839252942857
TVB PLUS,https://live.hkdvb.com/hls/live/82.m3u8?token=275839252942857
无线新闻台,https://live.hkdvb.com/hls/live/83.m3u8?token=275839252942857
華語劇台,https://live.hkdvb.com/hls/live/803.m3u8?token=275839252942857
粵語片台,https://live.hkdvb.com/hls/live/804.m3u8?token=275839252942857
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
Popc,https://live.hkdvb.com/hls/live/801.m3u8?token=275839252942857
HOY TV,https://live.hkdvb.com/hls/live/77.m3u8?token=275839252942857
HOY TV 資訊台,https://live.hkdvb.com/hls/live/78.m3u8?token=275839252942857
HOY 國際財經台,https://live.hkdvb.com/hls/live/76.m3u8?token=275839252942857
ViuTV,https://live.hkdvb.com/hls/live/99.m3u8?token=275839252942857
ViuTV Six,https://live.hkdvb.com/hls/live/96.m3u8?token=275839252942857
Now Superstars 星影台,https://live.hkdvb.com/hls/live/138.m3u8?token=275839252942857
Now NEWS 新聞台,https://live.hkdvb.com/hls/live/332.m3u8?token=275839252942857
Now Sports 英超1台,https://live.hkdvb.com/hls/live/621.m3u8?token=275839252942857
Now Sports Prime,https://live.hkdvb.com/hls/live/630.m3u8?token=275839252942857
Now Sports 632,https://live.hkdvb.com/hls/live/632.m3u8?token=275839252942857
RTHK31,https://live.hkdvb.com/hls/live/31.m3u8?token=275839252942857
RTHK32,https://live.hkdvb.com/hls/live/32.m3u8?token=275839252942857
RTHK33,https://live.hkdvb.com/hls/live/33.m3u8?token=275839252942857#https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?$1080P
RTHK34,https://live.hkdvb.com/hls/live/34.m3u8?token=275839252942857#https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8?$1080P
RTHK35,https://live.hkdvb.com/hls/live/35.m3u8?token=275839252942857#https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8?$1080P
RTHK36,https://live.hkdvb.com/hls/live/36.m3u8?token=275839252942857
Fashion TV,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
莲花卫视,http://php.jdshipin.com:8880/amlh.php
龙华日韩,http://cdn3.1678520.xyz/live/?id=lhrh
龙华日韩,http://cdn5.1689.us.kg/litv.php?id=litv-longturn11
龙华电影,http://cdn5.1689.us.kg/litv.php?id=litv-longturn03
龙华卡通,http://cdn5.1689.us.kg/litv.php?id=litv-longturn01
龙华偶像,http://cdn5.1689.us.kg/litv.php?id=litv-longturn12
龙华戏剧,http://cdn5.1689.us.kg/litv.php?id=litv-longturn18
龙华经典,http://cdn5.1689.us.kg/litv.php?id=litv-longturn21
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
民视,rtmp://f13h.mine.nu/sat/tv051
TVBS新闻台,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8
八大第1台,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合台,http://61.221.215.25:8800/hls/56/index.m3u8
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
东森财经,rtmp://f13h.mine.nu/sat/tv571
东森超视,rtmp://f13h.mine.nu/sat/tv331
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741
大爱1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
韩国电影1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
韩国电影2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
韩国电影3,https://stream.ads.ottera.tv/playlist.m3u8?network_id=742
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8?zbid=2046370057&tpid=330913109&type=0
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8

NewTV频道,#genre#
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
海外剧场,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
中国功夫,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
潮妈辣婆,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品纪录,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
家庭剧场,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精品大剧,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
军事评论,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
